time_ms,accuracy,macro_f1,weighted_f1,num_rows,num_trials
0,0.9980563654033042,0.3330090791180285,0.9990272373540856,1029,1029
500,0.9980563654033042,0.3330090791180285,0.9990272373540856,1029,1029
1000,0.9970845481049563,0.33284671532846716,0.9985401459854013,1029,1029
1500,0.9883381924198251,0.14201927105152912,0.9941348973607038,1029,1029
2000,0.1836734693877551,0.26182828595366847,0.2944237394515878,1029,1029
2500,0.9339164237123421,0.8369008211626932,0.9414734132040494,1029,1029
