gr_gap_threshold,percent_switched_to_bf,accuracy,macro_f1,weighted_f1,num_rows
0.05,1.34963570348447,0.8533514470779457,0.6164761874255963,0.8429180568899468,123663
0.1,2.549671284054244,0.8565051793988501,0.6270877974240353,0.8464448692566156,123663
0.15,3.7521328125631754,0.8593920574464472,0.6375722781482196,0.8497018323546305,123663
0.2,4.878581305645181,0.8624810978223074,0.6479820636526896,0.8531444088918781,123663
0.25,5.94923299612657,0.8650121701721615,0.6573313096895304,0.8560381214936672,123663
0.3,6.958427338815976,0.8669367555372262,0.664140975491059,0.8582142916238236,123663
0.4,9.00754469809078,0.8707940127604862,0.6784275718976186,0.8626755551039677,123663
0.5,11.367992042890759,0.8748453458188787,0.6929976755007181,0.8673330129293721,123663
