Subject,accuracy,macro_f1,weighted_f1,num_rows,num_trials
sub2b,0.9135346173867778,0.7422381869667158,0.9041207477394653,57630,96
sub3,0.9111007113440659,0.7668482761359487,0.9086671399640813,53420,89
sub4,0.9300951590803384,0.8250237544274779,0.9312227868191684,159102,266
sub5,0.8919504715349674,0.6508623595458766,0.8746060760821203,173476,289
sub6,0.8814176841571258,0.5482557578511815,0.8608784897203111,173466,289
